Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
01-10-2020,8:00 AM,117099,3450,137232,137232.0,0.0,16683,2.513990905911158,85.32922350472192,12.156785589366912
02-10-2020,8:00 AM,118433,3460,138583,138583.0,0.0,16690,2.4966987292813694,85.45997705346254,12.043324217256085
03-10-2020,8:00 AM,119683,3475,139893,139893.0,0.0,16735,2.4840413744790664,85.55324426525988,11.962714360261057
04-10-2020,8:00 AM,120987,3487,141236,141236.0,0.0,16762,2.4689172732164604,85.66300376674502,11.868078960038517
05-10-2020,8:00 AM,122233,3496,142538,142538.0,0.0,16809,2.4526792855238604,85.75467594606351,11.792644768412634
06-10-2020,8:00 AM,123638,3509,143865,143865.0,0.0,16718,2.439092204497272,85.94029124526466,11.62061655023807
07-10-2020,8:00 AM,125111,3519,145200,145200.0,0.0,16570,2.4235537190082646,86.16460055096418,11.411845730027547
08-10-2020,8:00 AM,126657,3531,146673,146673.0,0.0,16485,2.407396044261725,86.3533165613303,11.239287394407969
09-10-2020,8:00 AM,127786,3538,147789,147789.0,0.0,16465,2.3939535418738878,86.46516317181928,11.14088328630683
10-10-2020,8:00 AM,129304,3547,149032,149032.0,0.0,16181,2.3800257662783832,86.76257448064845,10.857399753073166
11-10-2020,8:00 AM,130760,3557,150253,150253.0,0.0,15936,2.3673404191596843,87.02654855477095,10.606111026069364
12-10-2020,8:00 AM,132173,3566,151434,151434.0,0.0,15695,2.354821242257353,87.2809276648573,10.364251092885349
13-10-2020,8:00 AM,133615,3574,152603,152603.0,0.0,15414,2.3420247308375326,87.55725641042443,10.100718858738032
14-10-2020,8:00 AM,134990,3584,153761,153761.0,0.0,15187,2.33089014769675,87.79209292343312,9.877016928870129
15-10-2020,8:00 AM,136404,3595,154936,154936.0,0.0,14937,2.3203129033923684,88.03893220426498,9.640754892342644
16-10-2020,8:00 AM,137733,3606,156121,156121.0,0.0,14782,2.3097469270629833,88.22195604691233,9.468297026024686
17-10-2020,8:00 AM,139012,3617,157312,157312.0,0.0,14683,2.2992524410089503,88.36706672091131,9.33368083807974
18-10-2020,8:00 AM,140282,3626,158473,158473.0,0.0,14565,2.288086929634701,88.52107299035167,9.190840080013631
19-10-2020,8:00 AM,141515,3635,159564,159564.0,0.0,14414,2.2780827755634103,88.68855130229876,9.033365922137826
20-10-2020,8:00 AM,142662,3643,160560,160560.0,0.0,14255,2.2689337319382163,88.85276532137519,8.878300946686597
21-10-2020,8:00 AM,143790,3651,161686,161686.0,0.0,14245,2.2580804769738876,88.93163291812526,8.810286604900858
22-10-2020,8:00 AM,144970,3660,162823,162823.0,0.0,14193,2.2478396786694756,89.03533284609668,8.716827475233844
23-10-2020,8:00 AM,146171,3667,163959,163959.0,0.0,14121,2.236534743441958,89.15094627315365,8.612518983404389
24-10-2020,8:00 AM,147435,3673,165071,165071.0,0.0,13963,2.22510313743783,89.31611246069873,8.458784401863442
25-10-2020,8:00 AM,148448,3679,166092,166092.0,0.0,13965,2.2150374491245817,89.37697179876213,8.407990752113287
26-10-2020,8:00 AM,149411,3686,167011,167011.0,0.0,13914,2.207040254833514,89.4617719790912,8.331187766075288
27-10-2020,8:00 AM,150513,3690,167919,167919.0,0.0,13716,2.1974880746074,89.63428796026656,8.168223965126042
