Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
28-09-2020,8:00 AM,525154,9313,580808,580808.0,0.0,46341,1.603455875263426,90.41783171030701,7.978712414429554
29-09-2020,8:00 AM,530708,9383,586397,586397.0,0.0,46306,1.600110505340239,90.50319152383113,7.896697970828637
30-09-2020,8:00 AM,536209,9453,591943,591943.0,0.0,46281,1.5969443003802732,90.58456641940187,7.818489280217859
01-10-2020,8:00 AM,541819,9520,597602,597602.0,0.0,46263,1.5930334905171002,90.66552655446267,7.741439955020231
02-10-2020,8:00 AM,547335,9586,603290,603290.0,0.0,46369,1.5889539027664972,90.72502444926984,7.686021647963666
03-10-2020,8:00 AM,552938,9653,608885,608885.0,0.0,46294,1.5853568407827423,90.81156540233377,7.603077756883484
04-10-2020,8:00 AM,558534,9718,614507,614507.0,0.0,46255,1.5814303173112756,90.89139749425149,7.527172188437235
05-10-2020,8:00 AM,564092,9784,619996,619996.0,0.0,46120,1.5780746972561113,90.98316763333956,7.4387576694043185
06-10-2020,8:00 AM,569664,9846,625391,625391.0,0.0,45881,1.5743750709556101,91.0892545623458,7.336370366698593
07-10-2020,8:00 AM,575212,9917,630408,630408.0,0.0,45279,1.5731082092866844,91.24440045177091,7.1824913389424
08-10-2020,8:00 AM,580736,9984,635855,635855.0,0.0,45135,1.5701692996044694,91.33151426032666,7.098316440068883
09-10-2020,8:00 AM,586454,10052,640943,640943.0,0.0,44437,1.5683141870649964,91.49862000209068,6.933065810844334
10-10-2020,8:00 AM,591811,10120,646128,646128.0,0.0,44197,1.566253126315529,91.59346135750191,6.840285516182552
11-10-2020,8:00 AM,597033,10187,651370,651370.0,0.0,44150,1.5639344765647787,91.65804381534305,6.778021708092174
12-10-2020,8:00 AM,602038,10252,656385,656385.0,0.0,44095,1.5618882210897567,91.72025564264875,6.717856136261492
13-10-2020,8:00 AM,607203,10314,661264,661264.0,0.0,43747,1.5597401340463113,91.8245965302814,6.615663335672288
14-10-2020,8:00 AM,612320,10371,665930,665930.0,0.0,43239,1.557370894838797,91.94960431276562,6.493024792395598
15-10-2020,8:00 AM,617403,10423,670392,670392.0,0.0,42566,1.5547619899998806,92.095818565854,6.349419444146112
16-10-2020,8:00 AM,622458,10472,674802,674802.0,0.0,41872,1.5518626204427373,92.24305796366934,6.205079415887919
17-10-2020,8:00 AM,627703,10529,679191,679191.0,0.0,40959,1.5502266667255602,92.4192163912655,6.030556942008949
18-10-2020,8:00 AM,632708,10586,683486,683486.0,0.0,40192,1.5488247016032515,92.57073297770548,5.880442320691279
19-10-2020,8:00 AM,637637,10642,687400,687400.0,0.0,39121,1.548152458539424,92.76069246435846,5.691155077102124
20-10-2020,8:00 AM,642152,10691,690936,690936.0,0.0,38093,1.547321314854053,92.93943288524552,5.513245799900425
21-10-2020,8:00 AM,646555,10741,694030,694030.0,0.0,36734,1.5476276241661024,93.15951760010375,5.292854775730156
22-10-2020,8:00 AM,650856,10780,697116,697116.0,0.0,35480,1.5463710487207294,93.36408861652868,5.089540334750601
23-10-2020,8:00 AM,655170,10825,700193,700193.0,0.0,34198,1.5460023165041639,93.5699157232363,4.884081960259529
24-10-2020,8:00 AM,659432,10858,703250,703250.0,0.0,32960,1.543974404550302,93.76921436189122,4.686811233558479
25-10-2020,8:00 AM,663456,10893,706136,706136.0,0.0,31787,1.5426206849672017,93.95583853535297,4.501540779679835
